category,fund_code,name,as_of_date,nav,currency,region,target,return_1y,momentum_6m,sharpe,source_sheet
usa,,摩根士丹利美國關鍵股票基金A(美元),2026-08-11,89.91,美元,美國,股票型,11.26,8.92,0.26,淨值+報酬率
usa,,聯博-美國永續主題基金A級別歐元,2026-08-11,45.45,歐元,美國,股票型,11.04,10.56,0.27,淨值+報酬率
usa,,富達基金-美國股票基金(Y股累計美元),2026-08-11,43.27,美元,美國,股票型,10.92,10.86,0.24,淨值+報酬率
usa,,威廉博萊美國大型成長基金-J累積(美元),2026-08-10,172.47,美元,美國,股票型,10.91,14.77,0.19,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金I2美元,2026-08-11,68.76,美元,美國,平衡型,10.87,6.06,0.44,淨值+報酬率
usa,,安聯收益成長基金-BMg9月收總收益類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,10.0352,美元,美國,平衡型,10.86,4.73,0.43,淨值+報酬率
usa,,安聯收益成長基金-BM9穩定月收類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,10.4153,美元,美國,平衡型,10.85,4.73,0.43,淨值+報酬率
japan,,瑞銀(盧森堡)亞洲非投資等級債券基金(美元)I-A1-累積,2026-08-11,100.46,美元,亞洲不含日本,非投資等級債券,10.83,2.11,0.75,淨值+報酬率
usa,,安聯收益成長基金-BT9累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-11,12.4144,美元,美國,平衡型,10.83,4.71,0.43,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森美國40基金A2美元,2026-08-11,89.42,美元,美國,股票型,-32.42,1.21,0.2,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金E月配息類股(美元)(基金之配息來源可能為本金),2026-08-11,8.51,美元,美國,REIT,10.72,4.59,0.26,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金I累積類股(歐元)(基金之配息來源可能為本金),2026-08-11,20.49,歐元,美國,REIT,10.7,4.75,0.26,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金B累積類股(美元)(基金之配息來源可能為本金),2026-08-11,15.74,美元,美國,REIT,10.69,4.65,0.26,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金E累積類股(美元)(基金之配息來源可能為本金),2026-08-11,14.93,美元,美國,REIT,10.67,4.63,0.26,淨值+報酬率
japan,,富達基金-亞洲小型企業基金(Y股累計美元),2026-08-11,40.69,美元,亞太不含日本,中小型股,10.63,-5.33,0.18,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金B累積類股(澳幣)(基金之配息來源可能為本金),2026-08-11,12.49,澳幣,美國,REIT,-26.03,-5.83,0.26,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金B月配息類股(美元)(基金之配息來源可能為本金),2026-08-11,8.51,美元,美國,REIT,10.59,4.59,0.26,淨值+報酬率
healthcare,,富達基金-永續發展全球健康護理基金(Y股累計歐元),2026-08-11,54.57,歐元,全球,健康護理股,10.58,2.77,0.21,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金E累積類股(澳幣)(基金之配息來源可能為本金),2026-08-11,13.51,澳幣,美國,REIT,-26.06,-5.84,0.26,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金E月配息類股(澳幣)(基金之配息來源可能為本金),2026-08-11,7.21,澳幣,美國,REIT,-26.09,-5.83,0.26,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金B月配息類股(澳幣)(基金之配息來源可能為本金),2026-08-11,7.23,澳幣,美國,REIT,-26.06,-5.82,0.26,淨值+報酬率
usa,,聯博-美國永續主題基金A級別美元,2026-08-11,52.46,美元,美國,股票型,10.44,7.5,0.24,淨值+報酬率
usa,,威廉博萊美國大型成長基金-A累積(美元),2026-08-10,135.26,美元,美國,股票型,10.41,14.52,0.18,淨值+報酬率
japan,,富達基金-亞洲小型企業基金(A股歐元),2026-08-11,36.13,歐元,亞太不含日本,中小型股,10.29,-2.94,0.22,淨值+報酬率
japan,,富達基金-亞洲小型企業基金(A股累計歐元),2026-08-11,41.85,歐元,亞太不含日本,中小型股,10.28,-2.97,0.22,淨值+報酬率
usa,,安聯收益成長基金-AM穩定月收類股(紐幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,7.2033,紐幣,美國,平衡型,10.17,4.41,0.41,淨值+報酬率
usa,,聯博-美國永續主題基金A澳幣避險級別,2026-08-11,83.9,澳幣,美國,股票型,10.08,7.58,0.23,淨值+報酬率
usa,,聯博-美國成長基金AD月配南非幣避險級別(基金之配息來源可能為本金),2026-08-11,376.68,南非幣,美國,股票型,10.05,9.23,0.24,淨值+報酬率
japan,,瑞銀(盧森堡)亞洲非投資等級債券基金(美元)(月配息)(本基金之配息來源可能為本金),2026-08-11,49.86,美元,亞洲不含日本,非投資等級債券,-27.24,-5.14,0.69,淨值+報酬率
usa,,富蘭克林坦伯頓全球投資系列美國機會基金歐元A(acc),2026-08-11,35.36,歐元,美國,股票型,-31.28,-2.8,0.22,淨值+報酬率
japan,,瑞銀(盧森堡)亞洲非投資等級債券基金(美元),2026-08-11,133.31,美元,亞洲不含日本,非投資等級債券,-26.84,-4.65,0.69,淨值+報酬率
usa,,富達基金-美國股票基金(A股美元),2026-08-11,109.3,美元,美國,股票型,9.96,10.36,0.22,淨值+報酬率
healthcare,,富達基金-永續發展全球健康護理基金(Y股累計美元),2026-08-11,14.18,美元,全球,健康護理股,9.92,-0.21,0.22,淨值+報酬率
china,,法巴中國股票基金C(美元)(已撤銷核備),2026-08-11,512.04,美元,大中華,股票型,-28.38,-10.01,0.17,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(I股月配息美元),2026-08-11,5.926,美元,亞洲不含日本,非投資等級債券,9.77,2.92,0.79,淨值+報酬率
usa,,安聯收益成長基金-AM穩定月收類股(歐元避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,8.1865,歐元,美國,平衡型,9.76,4.33,0.39,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金A2美元,2026-08-11,53.94,美元,美國,平衡型,9.75,5.54,0.39,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金A5月配美元(本基金某些股份類別之配息來源可能為本金),2026-08-11,15.15,美元,美國,平衡型,9.74,5.56,0.39,淨值+報酬率
japan,,瀚亞投資-亞洲非投資等級債券基金C(美元),2026-08-11,12.544,美元,亞太不含日本,非投資等級債券,-31.6,-12.83,0.82,淨值+報酬率
japan,,富達基金-亞洲小型企業基金(A股美元),2026-08-11,31.17,美元,亞太不含日本,中小型股,9.72,-5.7,0.17,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森美國40基金T2美元,2026-08-11,13.78,美元,美國,股票型,9.71,11.22,0.18,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森美國40基金B2美元,2026-08-11,67.87,美元,美國,股票型,-33.09,0.75,0.18,淨值+報酬率
japan,,富達基金-亞洲小型企業基金(A股累計美元),2026-08-11,36.09,美元,亞太不含日本,中小型股,9.7,-5.72,0.17,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金A6穩月配美元(本基金某些股份類別之配息來源可能為本金),2026-08-11,11.74,美元,美國,平衡型,9.67,5.52,0.39,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(A股累計歐元),2026-08-11,18.85,歐元,亞洲不含日本,非投資等級債券,9.66,5.6,0.46,淨值+報酬率
healthcare,,富達基金-永續發展全球健康護理基金(A股歐元),2026-08-11,62.88,歐元,全球,健康護理股,9.64,2.33,0.19,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(Y股穩定月配息美元)(本基金之配息來源可能為本金),2026-08-11,6.054,美元,亞洲不含日本,非投資等級債券,9.57,2.84,0.77,淨值+報酬率
usa,,MFS全盛基金系列-MFS全盛美國密集成長基金I1(美元),2026-08-11,698.74,美元,美國,股票型,9.56,6.06,0.24,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(Y股累計美元),2026-08-11,19.44,美元,亞洲不含日本,非投資等級債券,9.52,2.8,0.77,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森美國40基金I2歐元避險,2026-08-11,94.96,歐元,美國,股票型,-34.11,-0.57,0.18,淨值+報酬率
usa,,富蘭克林坦伯頓全球投資系列美國機會基金美元A(acc),2026-08-11,40.77,美元,美國,股票型,-35.31,-1.27,0.22,淨值+報酬率
usa,,聯博-美國成長基金S1級別美元(基金之配息來源可能為本金),2026-08-11,357.96,美元,美國,股票型,-26.65,2.72,0.22,淨值+報酬率
usa,,聯博-美國永續主題基金E級別美元,2026-08-11,18.66,美元,美國,股票型,9.31,6.93,0.21,淨值+報酬率
usa,,富蘭克林坦伯頓全球投資系列穩定月收益基金日圓避險A(Mdis)-H1(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-11,906.21,日圓,美國,平衡型,9.22,1.51,0.56,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金A5月配澳幣避險(本基金某些股份類別之配息來源可能為本金),2026-08-11,13.24,澳幣,美國,平衡型,9.2,5.43,0.36,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金A2澳幣避險,2026-08-11,24.17,澳幣,美國,平衡型,9.17,5.41,0.37,淨值+報酬率
usa,,聯博-美國成長基金I級別美元(基金之配息來源可能為本金),2026-08-11,332.74,美元,美國,股票型,-26.82,2.6,0.21,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(A股C月配息美元)(本基金之配息來源可能為本金),2026-08-11,10.13,美元,亞洲不含日本,非投資等級債券,9.13,2.69,0.73,淨值+報酬率
japan,,瀚亞投資-亞洲非投資等級債券基金Admc1(美元穩定月配)(本基金配息來源可能為本金),2026-08-11,3.998,美元,亞太不含日本,非投資等級債券,-32.12,-13.15,0.76,淨值+報酬率
healthcare,,富達基金-永續發展全球健康護理基金(A股累計美元),2026-08-11,25.64,美元,全球,健康護理股,9.06,-0.58,0.2,淨值+報酬率
japan,,瀚亞投資-亞洲非投資等級債券基金Adm(美元月配)(本基金配息來源可能為本金),2026-08-11,4.254,美元,亞太不含日本,非投資等級債券,-32.11,-13.13,0.76,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(A股累計美元),2026-08-11,16.79,美元,亞洲不含日本,非投資等級債券,9.03,2.57,0.73,淨值+報酬率
japan,,瀚亞投資-亞洲非投資等級債券基金A(美元),2026-08-11,11.277,美元,亞太不含日本,非投資等級債券,-32.1,-13.13,0.75,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(A股穩定月配息美元)(本基金之配息來源可能為本金),2026-08-11,5.204,美元,亞洲不含日本,非投資等級債券,9.02,2.57,0.72,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(A股月配息美元),2026-08-11,4.922,美元,亞洲不含日本,非投資等級債券,9.01,2.56,0.72,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(A股【F1穩定月配息】美元)(本基金之配息來源可能為本金),2026-08-11,4.595,美元,亞洲不含日本,非投資等級債券,9.01,2.56,0.72,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(A股H月配息澳幣避險)(本基金之配息來源可能為本金),2026-08-11,4.681,澳幣,亞洲不含日本,非投資等級債券,-25.73,-3.67,0.71,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金I2加幣避險,2026-08-11,24.62,加幣,美國,平衡型,8.89,5.17,0.36,淨值+報酬率
usa,,聯博-美國成長基金A級別歐元(基金之配息來源可能為本金),2026-08-11,227.72,歐元,美國,股票型,8.86,11.65,0.19,淨值+報酬率
japan,,瀚亞投資-亞洲非投資等級債券基金Aadmc1(澳幣避險穩定月配)(本基金配息來源可能為本金),2026-08-11,3.441,澳幣,亞太不含日本,非投資等級債券,-32.53,-13.44,0.73,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金T2美元,2026-08-11,14.08,美元,美國,平衡型,8.64,5.0,0.34,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金B2美元,2026-08-11,41.01,美元,美國,平衡型,8.64,4.99,0.34,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金T6穩月配美元(本基金某些股份類別之配息來源可能為本金),2026-08-11,10.71,美元,美國,平衡型,8.63,5.01,0.34,淨值+報酬率
usa,,聯博-美國永續主題基金A加幣避險級別,2026-08-11,79.02,加幣,美國,股票型,8.62,6.7,0.2,淨值+報酬率
usa,,MFS全盛基金系列-MFS全盛美國密集成長基金A1(美元),2026-08-11,49.04,美元,美國,股票型,8.52,5.55,0.21,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金I2歐元避險,2026-08-11,32.12,歐元,美國,平衡型,8.48,4.97,0.34,淨值+報酬率
china,,摩根基金-中國基金A股(美元)(累計),2026-08-11,50.74,美元,中國,股票型,-26.86,-7.89,0.15,淨值+報酬率
china,,摩根基金-中國基金A股(美元)(分派)(本基金之配息來源可能為本金),2026-08-11,77.26,美元,中國,股票型,-26.87,-7.91,0.15,淨值+報酬率
usa,,富蘭克林坦伯頓全球投資系列美國機會基金美元F(acc),2026-08-11,28.3,美元,美國,股票型,-35.96,-1.76,0.19,淨值+報酬率
hong_kong,,安聯香港股票基金-A配息類股(美元)(基金之配息來源可能為本金),2026-08-11,272.8768,美元,香港,股票型,8.34,-5.24,0.14,淨值+報酬率
usa,,聯博-美國成長基金AP(總報酬月配)級別美元(基金之配息來源可能為本金),2026-08-11,74.38,美元,美國,股票型,8.31,8.63,0.19,淨值+報酬率
usa,,聯博-美國成長基金AD月配級別美元(基金之配息來源可能為本金),2026-08-11,58.99,美元,美國,股票型,-27.41,2.17,0.19,淨值+報酬率
usa,,安聯收益成長基金-AMi穩定月收類股(日圓避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,1904.02,日圓,美國,平衡型,8.29,3.7,0.33,淨值+報酬率
usa,,安聯收益成長基金-AMgi月收總收益類股(日圓避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,1842.93,日圓,美國,平衡型,8.29,3.69,0.33,淨值+報酬率
usa,,聯博-美國成長基金A級別美元(基金之配息來源可能為本金),2026-08-11,262.88,美元,美國,股票型,-27.41,2.18,0.19,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森美國40基金A2歐元避險,2026-08-11,71.33,歐元,美國,股票型,-34.87,-1.19,0.15,淨值+報酬率
usa,,富蘭克林坦伯頓全球投資系列穩定月收益基金日圓避險F(Mdis)-H1(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-11,921.4,日圓,美國,平衡型,8.14,1.03,0.49,淨值+報酬率
china,,安聯中國股票基金-IT累積類股(美元),2026-08-11,3560.68,美元,中國,股票型,8.12,-4.87,0.13,淨值+報酬率
healthcare,,富達基金-永續發展全球健康護理基金(B股累計美元),2026-08-11,10.53,美元,全球,健康護理股,7.96,-1.03,0.17,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(B股C月配息美元)(本基金之配息來源可能為本金),2026-08-11,10.01,美元,亞洲不含日本,非投資等級債券,7.94,2.07,0.62,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(B股累計美元),2026-08-11,12.39,美元,亞洲不含日本,非投資等級債券,7.93,2.06,0.62,淨值+報酬率
japan,,富達基金-亞洲非投資等級債券基金(B股【F1穩定月配息】美元)(本基金之配息來源可能為本金),2026-08-11,10.37,美元,亞洲不含日本,非投資等級債券,7.91,2.08,0.64,淨值+報酬率
usa,,聯博-美國成長基金AP(總報酬月配)澳幣避險級別(基金之配息來源可能為本金),2026-08-11,73.3,澳幣,美國,股票型,7.89,8.64,0.18,淨值+報酬率
usa,,聯博-美國成長基金AD月配澳幣避險級別(基金之配息來源可能為本金),2026-08-11,53.17,澳幣,美國,股票型,-29.26,0.89,0.18,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金A5月配加幣避險(本基金某些股份類別之配息來源可能為本金),2026-08-11,13.66,加幣,美國,平衡型,7.8,4.69,0.31,淨值+報酬率
usa,,東方匯理基金美國非投資等級債券A南非幣避險(穩定月配息)(本基金主要投資於符合美國RULE 144A規定之私募性質債券且配息來源可能為本金),2026-08-11,351.68,南非幣,美國,非投資等級債券,7.77,2.42,0.89,淨值+報酬率
usa,,瀚亞投資-美國非投資等級債券基金Azdmc1(南非幣避險穩定月配)(本基金配息來源可能為本金且主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,5.603,南非幣,美國,非投資等級債券,7.72,2.65,1.04,淨值+報酬率
usa,,瀚亞投資-美國非投資等級債券基金Azdm(南非幣避險月配)(本基金配息來源可能為本金且主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,6.874,南非幣,美國,非投資等級債券,7.72,2.64,1.04,淨值+報酬率
usa,,MFS全盛基金系列-MFS全盛美國密集成長基金C1(美元),2026-08-11,39.88,美元,美國,股票型,7.67,5.17,0.19,淨值+報酬率
usa,,美盛凱利美國大型公司成長基金優類股美元累積型,2026-08-11,451.67,美元,美國,股票型,-30.62,1.65,0.17,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金A5月配歐元避險(本基金某些股份類別之配息來源可能為本金),2026-08-11,11.9,歐元,美國,平衡型,7.43,4.46,0.29,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森平衡基金A2歐元避險,2026-08-11,45.57,歐元,美國,平衡型,7.38,4.45,0.29,淨值+報酬率
china,,摩根基金-中國基金F股(美元)(累計),2026-08-11,128.56,美元,中國,股票型,-27.65,-8.4,0.13,淨值+報酬率
hong_kong,,施羅德環球基金系列-香港股票(港元)C-累積,2026-08-11,555.8477,港幣,香港,股票型,7.28,-7.28,0.12,淨值+報酬率
usa,,聯博-美國成長基金EP(總報酬月配)級別美元(基金之配息來源可能為本金),2026-08-11,72.73,美元,美國,股票型,7.26,8.1,0.17,淨值+報酬率
usa,,聯博-美國成長基金ED月配級別美元(基金之配息來源可能為本金),2026-08-11,37.36,美元,美國,股票型,-28.13,1.65,0.17,淨值+報酬率
usa,,聯博-房貸收益基金AA(穩定月配)南非幣避險級別(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,62.02,南非幣,美國,債券型,7.18,2.67,2.13,淨值+報酬率
usa,,富蘭克林公用事業基金美元A1(本基金之配息來源可能為本金),2026-08-11,24.92,美元,美國,公共事業股,7.16,-0.66,0.15,淨值+報酬率
usa,,富蘭克林公用事業基金美元A(本基金之配息來源可能為本金),2026-08-11,24.91,美元,美國,公共事業股,7.06,-0.71,0.15,淨值+報酬率
japan,,貝萊德亞洲老虎債券基金A8多幣別穩定月配息股份-南非幣避險(基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,76.5,南非幣,亞洲不含日本,債券型,7.04,1.01,0.68,淨值+報酬率
china,,安聯中國股票基金-A配息類股(美元)(基金之配息來源可能為本金),2026-08-11,67.4085,美元,中國,股票型,7.02,-5.34,0.12,淨值+報酬率
usa,,美盛凱利美國大型公司成長基金A類股歐元累積型,2026-08-11,938.86,歐元,美國,股票型,-27.02,-0.46,0.14,淨值+報酬率
china,,霸菱香港中國基金-A類歐元配息型,2026-08-11,1116.54,歐元,中國,股票型,-26.68,-13.63,0.11,淨值+報酬率
usa,,美盛美國非投資等級債券基金優類股美元累積型(本基金主要投資於符合美國Rule 144A規定之私募性質債券且基金之配息來源可能為本金),2026-08-11,229.18,美元,美國,非投資等級債券,6.96,1.79,0.69,淨值+報酬率
usa,,東方匯理基金美國非投資等級債券U南非幣避險(穩定月配息)(本基金主要投資於符合美國RULE 144A規定之私募性質債券且配息來源可能為本金),2026-08-11,331.16,南非幣,美國,非投資等級債券,6.91,2.04,0.78,淨值+報酬率
usa,,東方匯理基金美國非投資等級債券B南非幣避險(穩定月配息)(本基金主要投資於符合美國RULE 144A規定之私募性質債券且配息來源可能為本金),2026-08-11,320.57,南非幣,美國,非投資等級債券,6.89,2.07,0.78,淨值+報酬率
usa,,東方匯理基金美國非投資等級債券T南非幣避險(穩定月配息)(本基金主要投資於符合美國RULE 144A規定之私募性質債券且配息來源可能為本金),2026-08-11,334.75,南非幣,美國,非投資等級債券,6.87,2.0,0.78,淨值+報酬率
usa,,聯博-美國成長基金EP(總報酬月配)澳幣避險級別(基金之配息來源可能為本金),2026-08-11,71.55,澳幣,美國,股票型,6.82,8.1,0.16,淨值+報酬率
usa,,美盛凱利美國大型公司成長基金A(G)類股美元累積型,2026-08-11,716.14,美元,美國,股票型,-31.06,1.33,0.15,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(I股月配息美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,9.289,美元,美國,非投資等級債券,6.78,2.18,0.9,淨值+報酬率
hong_kong,,施羅德環球基金系列-香港股票(美元)A-累積,2026-08-11,59.0395,美元,香港,股票型,6.74,-7.89,0.11,淨值+報酬率
usa,,聯博-美國成長基金ED月配澳幣避險級別(基金之配息來源可能為本金),2026-08-11,19.0,澳幣,美國,股票型,-29.99,0.33,0.15,淨值+報酬率
hong_kong,,施羅德環球基金系列-香港股票(港元)A-累積,2026-08-11,478.7487,港幣,香港,股票型,6.69,-7.54,0.11,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(A股累計歐元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,31.81,歐元,美國,非投資等級債券,6.67,4.85,0.35,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森非投資等級債券基金I1月配美元(本基金某些股份類別之配息來源可能為本金。本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,8.11,美元,美國,非投資等級債券,6.66,1.66,0.69,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(Y股累計美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,29.78,美元,美國,非投資等級債券,6.62,2.09,0.88,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(Y股美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,9.66,美元,美國,非投資等級債券,6.61,2.12,0.89,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森非投資等級債券基金I2美元(本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,25.64,美元,美國,非投資等級債券,6.61,1.71,0.68,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(Y股穩定月配息美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且配息來源可能為本金),2026-08-11,9.743,美元,美國,非投資等級債券,6.6,2.08,0.88,淨值+報酬率
usa,,路博邁投資基金-NB非投資等級債券基金T月配息類股(南非幣)(本基金配息來源可能為本金且主要投資於符合美國 Rule144A 規定之私募性質債券),2026-08-11,53.92,南非幣,美國,非投資等級債券,6.51,1.82,0.65,淨值+報酬率
usa,,路博邁投資基金-NB非投資等級債券基金T累積類股(南非幣)(本基金配息來源可能為本金且主要投資於符合美國 Rule144A 規定之私募性質債券),2026-08-11,193.0,南非幣,美國,非投資等級債券,6.46,1.78,0.64,淨值+報酬率
usa,,安聯美元短年期非投資等級債券基金-AMg穩定月收總收益類股(南非幣避險)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且配息來源可能為本金),2026-08-11,116.95,南非幣,美國,非投資等級債券,6.45,2.77,0.95,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(Y股月配息澳幣避險)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,9.267,澳幣,美國,非投資等級債券,6.44,2.24,0.89,淨值+報酬率
usa,,美盛凱利美國大型公司成長基金A類股美元累積型,2026-08-11,674.72,美元,美國,股票型,-31.3,1.15,0.14,淨值+報酬率
usa,,美盛凱利美國大型公司成長基金A類股美元配息型(A),2026-08-11,675.03,美元,美國,股票型,-31.3,1.15,0.14,淨值+報酬率
usa,,聯博-美國成長基金I歐元避險級別(基金之配息來源可能為本金),2026-08-11,129.38,歐元,美國,股票型,-29.16,0.45,0.15,淨值+報酬率
usa,,美盛美國非投資等級債券基金A類股美元增益配息型(M)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且基金之配息來源可能為本金),2026-08-11,64.94,美元,美國,非投資等級債券,6.28,1.49,0.61,淨值+報酬率
usa,,美盛美國非投資等級債券基金A類股美元配息型(M)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且基金之配息來源可能為本金),2026-08-11,85.03,美元,美國,非投資等級債券,6.28,1.46,0.6,淨值+報酬率
usa,,美盛美國非投資等級債券基金A類股美元累積型(本基金主要投資於符合美國Rule 144A規定之私募性質債券且基金之配息來源可能為本金),2026-08-11,234.25,美元,美國,非投資等級債券,6.27,1.47,0.61,淨值+報酬率
hong_kong,,施羅德環球基金系列-香港股票(美元)A1-累積,2026-08-11,54.7982,美元,香港,股票型,6.2,-8.12,0.1,淨值+報酬率
hong_kong,,施羅德環球基金系列-香港股票(港元)A1-累積,2026-08-11,429.9148,港幣,香港,股票型,6.16,-7.76,0.1,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(A股累計美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,20.16,美元,美國,非投資等級債券,6.11,1.87,0.79,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(A股C月配息美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且配息來源可能為本金),2026-08-11,7.142,美元,美國,非投資等級債券,6.1,1.85,0.79,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(A股【F1穩定月配息】美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且配息來源可能為本金),2026-08-11,7.76,美元,美國,非投資等級債券,6.09,1.87,0.8,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(A股穩定月配息美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且配息來源可能為本金),2026-08-11,10.24,美元,美國,非投資等級債券,6.07,1.85,0.8,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(A股美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,11.27,美元,美國,非投資等級債券,6.07,1.89,0.81,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(A股月配息美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,10.7,美元,美國,非投資等級債券,6.05,1.85,0.82,淨值+報酬率
japan,,瀚亞投資-亞洲債券基金Azdm(南非幣避險月配)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,7.276,南非幣,亞太不含日本,債券型,6.02,1.03,0.65,淨值+報酬率
usa,,富達基金-美元非投資等級債券基金(A股月配息澳幣避險)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),2026-08-11,9.534,澳幣,美國,非投資等級債券,6.01,2.0,0.82,淨值+報酬率
japan,,瀚亞投資-亞洲債券基金Az(南非幣避險)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-11,19.943,南非幣,亞太不含日本,債券型,6.0,0.98,0.65,淨值+報酬率
usa,,東方匯理基金美國非投資等級債券I2美元(本基金主要投資於符合美國RULE 144A規定之私募性質債券且配息來源可能為本金),2026-08-11,23.5,美元,美國,非投資等級債券,6.0,1.51,0.63,淨值+報酬率
china,,霸菱香港中國基金-A類美元配息型,2026-08-11,1287.88,美元,中國,股票型,-30.92,-12.5,0.1,淨值+報酬率
